,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1401,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,KL Rahul,CH Gayle,_,_,_,_,_,_,_,Sandeep Sharma,Mohammad Nabi,S Kaul,_,_,_
1402,Arun Jaitley Stadium,1,Delhi Daredevils,Kolkata Knight Riders,PP Shaw,C Munro,_,_,_,_,_,_,_,PP Chawla,Kuldeep Yadav,Shivam Mavi,SP Narine,MG Johnson,_
1403,Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Daredevils,CA Lynn,SP Narine,RV Uthappa,N Rana,KD Karthik,Shubman Gill,_,_,_,TA Boult,GJ Maxwell,Avesh Khan,LE Plunkett,_,_
1404,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Mumbai Indians,SR Watson,AT Rayudu,SK Raina,_,_,_,_,_,_,MJ McClenaghan,JJ Bumrah,HH Pandya,KH Pandya,_,_
1405,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Chennai Super Kings,SA Yadav,E Lewis,_,_,_,_,_,_,_,DL Chahar,SN Thakur,SR Watson,Harbhajan Singh,_,_
1406,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,AD Hales,S Dhawan,KS Williamson,_,_,_,_,_,_,K Gowtham,DS Kulkarni,JC Archer,JD Unadkat,_,_
1407,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,AM Rahane,RA Tripathi,SV Samson,_,_,_,_,_,_,Sandeep Sharma,Shakib Al Hasan,Basil Thampi,S Kaul,_,_
1408,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Q de Kock,BB McCullum,_,_,_,_,_,_,_,PP Chawla,SP Narine,MG Johnson,Shivam Mavi,_,_
1409,M.Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,CA Lynn,SP Narine,_,_,_,_,_,_,_,TG Southee,UT Yadav,YS Chahal,_,_,_
1410,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Delhi Daredevils,SR Watson,F du Plessis,_,_,_,_,_,_,_,TA Boult,Avesh Khan,R Tewatia,LE Plunkett,_,_
1411,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Chennai Super Kings,PP Shaw,C Munro,SS Iyer,RR Pant,_,_,_,_,_,L Ngidi,KM Asif,SR Watson,_,_,_
1412,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,M Vohra,Q de Kock,BB McCullum,_,_,_,_,_,_,JP Duminy,MJ McClenaghan,JJ Bumrah,KH Pandya,_,_
1413,M.Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,SA Yadav,Ishan Kishan,JP Duminy,RG Sharma,KA Pollard,_,_,_,_,TG Southee,UT Yadav,Mohammed Siraj,_,_,_
1414,Arun Jaitley Stadium,1,Delhi Daredevils,Rajasthan Royals,PP Shaw,C Munro,SS Iyer,_,_,_,_,_,_,DS Kulkarni,JC Archer,K Gowtham,JD Unadkat,S Gopal,_
1415,Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Daredevils,DJM Short,JC Buttler,_,_,_,_,_,_,_,S Nadeem,TA Boult,Avesh Khan,LE Plunkett,A Mishra,_
1416,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,SR Watson,F du Plessis,SK Raina,_,_,_,_,_,_,MG Johnson,PP Chawla,Shivam Mavi,SP Narine,_,_
1417,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,CA Lynn,SP Narine,RV Uthappa,Shubman Gill,_,_,_,_,_,L Ngidi,KM Asif,SR Watson,_,_,_
1418,Holkar Cricket Stadium,1,Kings XI Punjab,Mumbai Indians,KL Rahul,CH Gayle,_,_,_,_,_,_,_,MJ McClenaghan,JJ Bumrah,HH Pandya,_,_,_
1419,Holkar Cricket Stadium,2,Mumbai Indians,Kings XI Punjab,SA Yadav,E Lewis,Ishan Kishan,_,_,_,_,_,_,R Ashwin,AS Rajpoot,AJ Tye,Mujeeb Ur Rahman,_,_
1420,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,PA Patel,BB McCullum,V Kohli,_,_,_,_,_,_,DJ Willey,L Ngidi,SN Thakur,_,_,_
1421,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,SR Watson,AT Rayudu,SK Raina,_,_,_,_,_,_,TG Southee,YS Chahal,UT Yadav,_,_,_
1422,Rajiv Gandhi International Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,PP Shaw,GJ Maxwell,SS Iyer,_,_,_,_,_,_,B Kumar,Sandeep Sharma,Shakib Al Hasan,S Kaul,_,_
1423,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,AD Hales,S Dhawan,_,_,_,_,_,_,_,TA Boult,Avesh Khan,GJ Maxwell,LE Plunkett,_,_
1424,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,SA Yadav,E Lewis,_,_,_,_,_,_,_,N Rana,M Prasidh Krishna,MG Johnson,SP Narine,PP Chawla,_
1425,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,CA Lynn,Shubman Gill,RV Uthappa,N Rana,_,_,_,_,_,MJ McClenaghan,JJ Bumrah,HH Pandya,_,_,_
1426,Holkar Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,JC Buttler,DJM Short,AM Rahane,SV Samson,_,_,_,_,_,R Ashwin,AS Rajpoot,Mujeeb Ur Rahman,AR Patel,_,_
1427,Holkar Cricket Stadium,2,Kings XI Punjab,Rajasthan Royals,KL Rahul,CH Gayle,MA Agarwal,KK Nair,_,_,_,_,_,K Gowtham,JC Archer,BA Stokes,JD Unadkat,_,_
1428,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,AD Hales,S Dhawan,KS Williamson,MK Pandey,_,_,_,_,_,MM Ali,UT Yadav,TG Southee,Mohammed Siraj,_,_
1429,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,M Vohra,PA Patel,V Kohli,_,_,_,_,_,_,Sandeep Sharma,B Kumar,Shakib Al Hasan,S Kaul,_,_
1430,Sawai Mansingh Stadium,1,Rajasthan Royals,Kings XI Punjab,AM Rahane,JC Buttler,K Gowtham,_,_,_,_,_,_,MP Stoinis,AR Patel,MM Sharma,AJ Tye,_,_
1431,Sawai Mansingh Stadium,2,Kings XI Punjab,Rajasthan Royals,KL Rahul,CH Gayle,R Ashwin,KK Nair,AD Nath,_,_,_,_,K Gowtham,JC Archer,JD Unadkat,BA Stokes,_,_
1432,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,SA Yadav,E Lewis,RG Sharma,_,_,_,_,_,_,AD Russell,M Prasidh Krishna,TK Curran,SP Narine,PP Chawla,_
1433,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,SP Narine,CA Lynn,RV Uthappa,N Rana,_,_,_,_,_,MJ McClenaghan,KH Pandya,JJ Bumrah,HH Pandya,_,_
1434,Arun Jaitley Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,PP Shaw,JJ Roy,SS Iyer,RR Pant,_,_,_,_,_,B Kumar,Sandeep Sharma,Shakib Al Hasan,S Kaul,_,_
1435,Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,AD Hales,S Dhawan,KS Williamson,_,_,_,_,_,_,TA Boult,HV Patel,S Nadeem,LE Plunkett,_,_
1436,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,SR Watson,AT Rayudu,SK Raina,_,_,_,_,_,_,K Gowtham,Ankit Sharma,JC Archer,BA Stokes,JD Unadkat,_
1437,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,JC Buttler,BA Stokes,AM Rahane,SV Samson,_,_,_,_,_,DJ Willey,Harbhajan Singh,RA Jadeja,SN Thakur,_,_
1438,Holkar Cricket Stadium,1,Kolkata Knight Riders,Kings XI Punjab,CA Lynn,SP Narine,RV Uthappa,_,_,_,_,_,_,MM Sharma,Mujeeb Ur Rahman,R Ashwin,BB Sran,AJ Tye,_
1439,Holkar Cricket Stadium,2,Kings XI Punjab,Kolkata Knight Riders,KL Rahul,CH Gayle,MA Agarwal,KK Nair,_,_,_,_,_,SP Narine,M Prasidh Krishna,JPR Scantlebury-Searles,AD Russell,_,_
1440,Arun Jaitley Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,PP Shaw,JJ Roy,SS Iyer,RR Pant,_,_,_,_,_,YS Chahal,UT Yadav,TG Southee,_,_,_
1441,Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,PA Patel,MM Ali,V Kohli,AB de Villiers,_,_,_,_,_,S Lamichhane,TA Boult,CJ Dala,HV Patel,_,_
1442,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,AD Hales,KS Williamson,_,_,_,_,_,_,DL Chahar,SN Thakur,DJ Willey,_,_,_
1443,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,SR Watson,AT Rayudu,_,_,_,_,_,_,_,Sandeep Sharma,B Kumar,Rashid Khan,Shakib Al Hasan,_,_
1444,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,SA Yadav,E Lewis,_,_,_,_,_,_,_,K Gowtham,DS Kulkarni,JC Archer,BA Stokes,_,_
1445,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,DJM Short,JC Buttler,AM Rahane,_,_,_,_,_,_,JJ Bumrah,MJ McClenaghan,KH Pandya,HH Pandya,_,_
1446,Holkar Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,CH Gayle,KK Nair,AJ Finch,MP Stoinis,_,_,_,_,UT Yadav,TG Southee,Mohammed Siraj,_,_,_
1447,Holkar Cricket Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,PA Patel,_,_,_,_,_,_,_,R Ashwin,AJ Tye,AS Rajpoot,MM Sharma,_,_
1448,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,RA Tripathi,JC Buttler,AM Rahane,_,_,_,_,_,_,Shivam Mavi,M Prasidh Krishna,SP Narine,AD Russell,_,_
1449,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,SP Narine,CA Lynn,RV Uthappa,N Rana,_,_,_,_,_,K Gowtham,BA Stokes,JC Archer,_,_,_
1450,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,SA Yadav,E Lewis,Ishan Kishan,RG Sharma,KH Pandya,_,_,_,_,AS Rajpoot,MM Sharma,AJ Tye,_,_,_
1451,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,KL Rahul,CH Gayle,AJ Finch,_,_,_,_,_,_,MJ McClenaghan,JJ Bumrah,HH Pandya,KH Pandya,_,_
1452,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,PA Patel,V Kohli,AB de Villiers,MM Ali,_,_,_,_,_,Sandeep Sharma,Shakib Al Hasan,Rashid Khan,S Kaul,_,_
1453,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan,AD Hales,KS Williamson,_,_,_,_,_,_,UT Yadav,TG Southee,YS Chahal,Mohammed Siraj,_,_
1454,Arun Jaitley Stadium,1,Delhi Daredevils,Chennai Super Kings,PP Shaw,SS Iyer,RR Pant,_,_,_,_,_,_,DL Chahar,L Ngidi,RA Jadeja,SN Thakur,_,_
1455,Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Daredevils,SR Watson,AT Rayudu,_,_,_,_,_,_,_,TA Boult,S Lamichhane,Avesh Khan,HV Patel,_,_
1456,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,RA Tripathi,JC Archer,AM Rahane,_,_,_,_,_,_,YS Chahal,UT Yadav,MM Ali,TG Southee,_,_
1457,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,PA Patel,AB de Villiers,_,_,_,_,_,_,K Gowtham,JC Archer,B Laughlin,JD Unadkat,_,_
1458,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,SP Goswami,_,_,_,_,_,_,_,N Rana,M Prasidh Krishna,AD Russell,SP Narine,PP Chawla,_
1459,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,CA Lynn,SP Narine,RV Uthappa,_,_,_,_,_,_,B Kumar,Sandeep Sharma,S Kaul,Shakib Al Hasan,_,_
1460,Arun Jaitley Stadium,1,Delhi Daredevils,Mumbai Indians,PP Shaw,GJ Maxwell,SS Iyer,RR Pant,_,_,_,_,_,KH Pandya,JJ Bumrah,HH Pandya,Mustafizur Rahman,_,_
1461,Arun Jaitley Stadium,2,Mumbai Indians,Delhi Daredevils,SA Yadav,E Lewis,Ishan Kishan,_,_,_,_,_,_,S Lamichhane,TA Boult,GJ Maxwell,HV Patel,LE Plunkett,_
1462,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Chennai Super Kings,KL Rahul,CH Gayle,AJ Finch,MK Tiwary,DA Miller,_,_,_,_,DL Chahar,L Ngidi,_,_,_,_
1463,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Kings XI Punjab,AT Rayudu,F du Plessis,SK Raina,SW Billings,Harbhajan Singh,_,_,_,_,AS Rajpoot,MM Sharma,AJ Tye,_,_,_
1464,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,SP Goswami,KS Williamson,MK Pandey,Shakib Al Hasan,_,_,_,_,DL Chahar,L Ngidi,SN Thakur,_,_,_
1465,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,SR Watson,F du Plessis,SK Raina,AT Rayudu,MS Dhoni,_,_,_,_,B Kumar,Sandeep Sharma,S Kaul,_,_,_
1466,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,SP Narine,CA Lynn,RV Uthappa,N Rana,KD Karthik,_,_,_,_,K Gowtham,JC Archer,JD Unadkat,_,_,_
1467,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,AM Rahane,RA Tripathi,SV Samson,_,_,_,_,_,_,AD Russell,M Prasidh Krishna,PP Chawla,SP Narine,_,_
1468,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,S Dhawan,_,_,_,_,_,_,_,Shivam Mavi,M Prasidh Krishna,AD Russell,SP Narine,_,_
1469,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,CA Lynn,SP Narine,N Rana,_,_,_,_,_,_,B Kumar,KK Ahmed,S Kaul,_,_,_
1470,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,SP Goswami,S Dhawan,KS Williamson,_,_,_,_,_,_,DL Chahar,L Ngidi,SN Thakur,_,_,_
1471,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,SR Watson,F du Plessis,SK Raina,_,_,_,_,_,_,B Kumar,Sandeep Sharma,_,_,_,_
1472,Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,RG Sharma,Q de Kock,_,_,_,_,_,_,_,I Sharma,K Rabada,CH Morris,KMA Paul,_,_
1473,Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,PP Shaw,S Dhawan,_,_,_,_,_,_,_,HH Pandya,RD Chahar,SL Malinga,J Yadav,JJ Bumrah,_
1474,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,PA Patel,V Kohli,AD Nath,_,_,_,_,_,_,HF Gurney,SP Narine,M Prasidh Krishna,_,_,_
1475,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,CA Lynn,SP Narine,Shubman Gill,RV Uthappa,N Rana,_,_,_,_,DW Steyn,NA Saini,Mohammed Siraj,_,_,_
1476,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,Q de Kock,RG Sharma,SA Yadav,_,_,_,_,_,_,STR Binny,DS Kulkarni,S Gopal,JC Archer,JD Unadkat,_
1477,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,AM Rahane,SV Samson,SPD Smith,_,_,_,_,_,_,HH Pandya,KH Pandya,SL Malinga,RD Chahar,JJ Bumrah,_
1478,Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Capitals,KL Rahul,CH Gayle,MA Agarwal,DA Miller,_,_,_,_,_,I Sharma,S Lamichhane,K Rabada,_,_,_
1479,Arun Jaitley Stadium,2,Delhi Capitals,Kings XI Punjab,PP Shaw,S Dhawan,SS Iyer,_,_,_,_,_,_,Mohammed Shami,SM Curran,GC Viljoen,Harpreet Brar,R Ashwin,_
1480,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,CA Lynn,SP Narine,Shubman Gill,N Rana,_,_,_,_,_,B Kumar,S Nadeem,KK Ahmed,Sandeep Sharma,_,_
1481,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,JM Bairstow,_,_,_,_,_,_,_,HF Gurney,Y Prithvi Raj,PP Chawla,SP Narine,KC Cariappa,_
1482,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,PA Patel,V Kohli,AB de Villiers,_,_,_,_,_,_,DL Chahar,SN Thakur,_,_,_,_
1483,M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,SR Watson,F du Plessis,SK Raina,AT Rayudu,KM Jadhav,MS Dhoni,_,_,_,DW Steyn,NA Saini,UT Yadav,_,_,_
1484,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,AM Rahane,SV Samson,SPD Smith,_,_,_,_,_,_,I Sharma,K Rabada,AR Patel,_,_,_
1485,Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,PP Shaw,S Dhawan,_,_,_,_,_,_,_,STR Binny,DS Kulkarni,JD Unadkat,S Gopal,JC Archer,_
1486,MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,DA Warner,JM Bairstow,MK Pandey,_,_,_,_,_,_,DL Chahar,Harbhajan Singh,_,_,_,_
1487,MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,SR Watson,F du Plessis,SK Raina,_,_,_,_,_,_,B Kumar,KK Ahmed,Shakib Al Hasan,Sandeep Sharma,_,_
1488,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,PA Patel,V Kohli,AB de Villiers,_,_,_,_,_,_,AS Rajpoot,Mohammed Shami,_,_,_,_
1489,M.Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,CH Gayle,MA Agarwal,_,_,_,_,_,_,TG Southee,UT Yadav,NA Saini,YS Chahal,_,_
1490,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,CA Lynn,Shubman Gill,N Rana,KD Karthik,_,_,_,_,_,VR Aaron,O Thomas,JC Archer,_,_,_
1491,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,AM Rahane,SV Samson,SPD Smith,_,_,_,_,_,_,CR Brathwaite,M Prasidh Krishna,AD Russell,SP Narine,Y Prithvi Raj,_
1492,MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,RG Sharma,Q de Kock,E Lewis,_,_,_,_,_,_,DL Chahar,Harbhajan Singh,_,_,_,_
1493,MA Chidambaram Stadium,2,Chennai Super Kings,Mumbai Indians,M Vijay,SR Watson,SK Raina,AT Rayudu,KM Jadhav,_,_,_,_,SL Malinga,KH Pandya,HH Pandya,JJ Bumrah,_,_
1494,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,DA Warner,KS Williamson,MK Pandey,_,_,_,_,_,_,VR Aaron,O Thomas,S Gopal,JD Unadkat,_,_
1495,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,AM Rahane,LS Livingstone,_,_,_,_,_,_,_,B Kumar,Shakib Al Hasan,Rashid Khan,KK Ahmed,S Kaul,_
1496,Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,PP Shaw,S Dhawan,SS Iyer,_,_,_,_,_,_,UT Yadav,Washington Sundar,YS Chahal,NA Saini,_,_
1497,Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,PA Patel,V Kohli,AB de Villiers,_,_,_,_,_,_,I Sharma,AR Patel,S Lamichhane,K Rabada,_,_
1498,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,Shubman Gill,CA Lynn,_,_,_,_,_,_,_,BB Sran,KH Pandya,SL Malinga,JJ Bumrah,_,_
1499,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,Q de Kock,RG Sharma,E Lewis,SA Yadav,_,_,_,_,_,S Sandeep Warrier,SP Narine,HF Gurney,_,_,_
1500,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,WP Saha,_,_,_,_,_,_,_,Arshdeep Singh,Mujeeb Ur Rahman,Mohammed Shami,R Ashwin,_,_
1501,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,KL Rahul,CH Gayle,MA Agarwal,_,_,_,_,_,_,KK Ahmed,B Kumar,Sandeep Sharma,Rashid Khan,_,_
1502,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,AB de Villiers,MP Stoinis,H Klaasen,Gurkeerat Singh,PA Patel,P Negi,UT Yadav,NA Saini,VR Aaron,S Gopal,R Parag,JD Unadkat,O Thomas,_
1503,M.Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,SV Samson,LS Livingstone,_,_,_,_,_,_,_,UT Yadav,NA Saini,K Khejroliya,YS Chahal,_,_
1504,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,F du Plessis,SR Watson,SK Raina,_,_,_,_,_,_,TA Boult,J Suchith,CH Morris,AR Patel,_,_
1505,MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,PP Shaw,S Dhawan,SS Iyer,RR Pant,_,_,_,_,_,DL Chahar,Harbhajan Singh,_,_,_,_
1506,Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,Q de Kock,SA Yadav,_,_,_,_,_,_,B Kumar,KK Ahmed,Mohammad Nabi,Rashid Khan,_,_
1507,Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,WP Saha,MJ Guptill,MK Pandey,KS Williamson,_,_,_,_,_,BB Sran,SL Malinga,JJ Bumrah,_,_,_
1508,Wankhede Stadium,3,Sunrisers Hyderabad,Mumbai Indians,MK Pandey,Mohammad Nabi,MJ Guptill,_,_,_,_,_,_,JJ Bumrah,_,_,_,_,_
1509,Wankhede Stadium,4,Mumbai Indians,Sunrisers Hyderabad,HH Pandya,KA Pollard,_,_,_,_,_,_,_,Rashid Khan,_,_,_,_,_
1510,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Kolkata Knight Riders,CH Gayle,KL Rahul,MA Agarwal,N Pooran,_,_,_,_,_,S Sandeep Warrier,HF Gurney,SP Narine,_,_,_
1511,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Kings XI Punjab,Shubman Gill,CA Lynn,_,_,_,_,_,_,_,Mohammed Shami,Arshdeep Singh,R Ashwin,AJ Tye,_,_
1512,Arun Jaitley Stadium,1,Rajasthan Royals,Delhi Capitals,AM Rahane,LS Livingstone,SV Samson,MK Lomror,S Gopal,R Parag,_,_,_,TA Boult,I Sharma,AR Patel,_,_,_
1513,Arun Jaitley Stadium,2,Delhi Capitals,Rajasthan Royals,PP Shaw,S Dhawan,SS Iyer,RR Pant,_,_,_,_,_,K Gowtham,VR Aaron,O Thomas,IS Sodhi,S Gopal,_
1514,M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,WP Saha,MJ Guptill,MK Pandey,_,_,_,_,_,_,UT Yadav,NA Saini,YS Chahal,_,_,_
1515,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,PA Patel,V Kohli,AB de Villiers,SO Hetmyer,Gurkeerat Singh,_,_,_,_,B Kumar,KK Ahmed,Rashid Khan,_,_,_
1516,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,Kings XI Punjab,F du Plessis,SR Watson,SK Raina,_,_,_,_,_,_,Harpreet Brar,Mohammed Shami,SM Curran,R Ashwin,_,_
1517,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Chennai Super Kings,KL Rahul,CH Gayle,_,_,_,_,_,_,_,DL Chahar,Harbhajan Singh,DJ Bravo,_,_,_
1518,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,Shubman Gill,CA Lynn,_,_,_,_,_,_,_,MJ McClenaghan,KH Pandya,SL Malinga,JJ Bumrah,RD Chahar,_
1519,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,Q de Kock,RG Sharma,_,_,_,_,_,_,_,S Sandeep Warrier,HF Gurney,AD Russell,SP Narine,_,_
1520,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,F du Plessis,SR Watson,SK Raina,M Vijay,_,_,_,_,_,SL Malinga,KH Pandya,RD Chahar,J Yadav,JJ Bumrah,_
1521,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,_,_,_,_,_,DL Chahar,Harbhajan Singh,_,_,_,_
1522,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,WP Saha,MJ Guptill,MK Pandey,_,_,_,_,_,_,TA Boult,I Sharma,AR Patel,_,_,_
1523,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,PP Shaw,S Dhawan,_,_,_,_,_,_,_,B Kumar,Mohammad Nabi,KK Ahmed,Rashid Khan,_,_
1524,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,PP Shaw,S Dhawan,C Munro,SS Iyer,_,_,_,_,_,DL Chahar,SN Thakur,Harbhajan Singh,_,_,_
1525,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,F du Plessis,SR Watson,_,_,_,_,_,_,_,TA Boult,I Sharma,AR Patel,_,_,_
1526,Rajiv Gandhi International Stadium,1,Mumbai Indians,Chennai Super Kings,Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,_,_,_,_,_,DL Chahar,SN Thakur,Harbhajan Singh,_,_,_
1527,Rajiv Gandhi International Stadium,2,Chennai Super Kings,Mumbai Indians,F du Plessis,SR Watson,SK Raina,_,_,_,_,_,_,MJ McClenaghan,KH Pandya,SL Malinga,JJ Bumrah,_,_
1528,Sheikh Zayed Stadium,1,Mumbai Indians,Chennai Super Kings,RG Sharma,Q de Kock,SA Yadav,SS Tiwary,_,_,_,_,_,DL Chahar,SM Curran,L Ngidi,PP Chawla,_,_
1529,Sheikh Zayed Stadium,2,Chennai Super Kings,Mumbai Indians,M Vijay,SR Watson,F du Plessis,AT Rayudu,_,_,_,_,_,TA Boult,JL Pattinson,JJ Bumrah,_,_,_
1530,Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,PP Shaw,S Dhawan,SO Hetmyer,SS Iyer,RR Pant,_,_,_,_,SS Cottrell,Mohammed Shami,CJ Jordan,_,_,_
