,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Score
834,28,2,3,8,393,297,-1,-1,-1,-1,-1,-1,-1,485,386,588,187,-1,-1,31
835,28,1,16,0,39,448,128,256,-1,-1,-1,-1,-1,93,195,325,394,-1,-1,37
836,28,2,0,16,154,83,-1,-1,-1,-1,-1,-1,-1,159,75,264,-1,-1,-1,47
837,7,1,14,5,104,377,557,584,26,587,-1,-1,-1,175,516,311,-1,-1,-1,44
838,7,2,5,14,103,559,572,175,-1,-1,-1,-1,-1,302,208,562,24,-1,-1,33
839,29,1,11,7,44,254,511,-1,-1,-1,-1,-1,-1,407,292,498,-1,-1,-1,45
840,29,2,7,11,168,330,217,-1,-1,-1,-1,-1,-1,510,265,228,200,501,-1,33
841,29,3,7,11,468,520,320,-1,-1,-1,-1,-1,-1,228,-1,-1,-1,-1,-1,11
842,29,4,11,7,501,499,-1,-1,-1,-1,-1,-1,-1,498,-1,-1,-1,-1,-1,11
843,7,1,16,8,39,448,256,128,-1,-1,-1,-1,-1,588,485,386,-1,-1,-1,44
844,7,2,8,16,92,416,106,59,244,-1,-1,-1,-1,159,75,264,142,-1,-1,32
845,13,1,0,7,154,83,482,-1,-1,-1,-1,-1,-1,520,498,385,-1,-1,-1,43
846,13,2,7,0,437,168,217,320,520,468,-1,-1,-1,93,195,325,394,408,-1,39
847,34,1,5,8,103,559,572,175,-1,-1,-1,-1,-1,588,218,106,485,-1,-1,36
848,34,2,8,5,92,115,59,416,-1,-1,-1,-1,-1,516,272,311,-1,-1,-1,49
849,9,1,3,11,393,297,262,-1,-1,-1,-1,-1,-1,510,265,155,501,228,390,46
850,9,2,11,3,44,254,511,-1,-1,-1,-1,-1,-1,456,342,571,212,-1,-1,38
851,15,1,16,14,39,448,256,128,-1,-1,-1,-1,-1,302,24,562,186,-1,-1,47
852,15,2,14,16,104,377,557,430,-1,-1,-1,-1,-1,159,75,193,-1,-1,-1,36
853,9,1,3,0,393,297,262,249,-1,-1,-1,-1,-1,93,195,325,-1,-1,-1,46
854,9,2,0,3,154,83,-1,-1,-1,-1,-1,-1,-1,342,571,212,456,-1,-1,49
855,24,1,11,7,44,254,-1,-1,-1,-1,-1,-1,-1,407,555,520,498,-1,-1,50
856,24,2,7,11,437,168,-1,-1,-1,-1,-1,-1,-1,501,540,390,228,-1,-1,50
857,34,1,8,14,92,115,59,-1,-1,-1,-1,-1,-1,302,24,186,562,-1,-1,50
858,34,2,14,8,104,377,557,-1,-1,-1,-1,-1,-1,376,218,187,485,-1,-1,64
859,9,1,3,7,393,297,262,249,-1,-1,-1,-1,-1,468,217,555,520,498,-1,29
860,9,2,7,3,437,168,-1,-1,-1,-1,-1,-1,-1,342,571,282,451,-1,-1,52
861,1,1,5,0,559,335,175,127,-1,-1,-1,-1,-1,93,195,325,-1,-1,-1,38
862,1,2,0,5,154,83,482,-1,-1,-1,-1,-1,-1,516,311,288,-1,-1,-1,46
863,24,1,16,11,448,39,256,-1,-1,-1,-1,-1,-1,265,155,501,228,-1,-1,50
864,24,2,11,16,44,254,511,501,510,-1,-1,-1,-1,75,159,264,-1,-1,-1,37
865,15,1,5,14,559,335,175,-1,-1,-1,-1,-1,-1,302,208,562,186,-1,-1,64
866,15,2,14,5,104,377,557,458,26,-1,-1,-1,-1,516,311,272,-1,-1,-1,34
867,34,1,8,0,280,115,59,-1,-1,-1,-1,-1,-1,445,195,-1,-1,-1,-1,42
868,34,2,0,8,154,83,482,-1,-1,-1,-1,-1,-1,369,485,218,-1,-1,-1,38
869,9,1,3,16,393,262,300,-1,-1,-1,-1,-1,-1,159,75,264,305,-1,-1,52
870,9,2,16,3,39,448,128,360,-1,-1,-1,-1,-1,342,451,199,405,282,-1,44
871,15,1,14,11,557,104,561,-1,-1,-1,-1,-1,-1,265,501,228,390,-1,-1,31
872,15,2,11,14,44,254,-1,-1,-1,-1,-1,-1,-1,208,302,24,562,-1,-1,45
873,1,1,5,7,559,335,572,175,-1,-1,-1,-1,-1,217,292,555,-1,-1,-1,49
874,1,2,7,5,437,168,-1,-1,-1,-1,-1,-1,-1,516,311,52,-1,-1,-1,55
875,23,1,16,8,39,448,256,-1,-1,-1,-1,-1,-1,106,218,187,485,386,-1,43
876,23,2,8,16,280,115,59,-1,-1,-1,-1,-1,-1,159,75,196,-1,-1,-1,38
877,13,1,11,0,66,501,-1,-1,-1,-1,-1,-1,-1,445,195,325,394,-1,-1,42
878,13,2,0,11,154,83,482,164,-1,-1,-1,-1,-1,66,228,390,253,-1,-1,48
879,15,1,14,3,104,377,557,-1,-1,-1,-1,-1,-1,227,342,451,405,-1,-1,34
880,15,2,3,14,297,393,300,262,-1,-1,-1,-1,-1,293,302,46,583,-1,-1,46
881,1,1,8,7,280,115,59,416,-1,-1,-1,-1,-1,292,555,520,498,-1,-1,37
882,1,2,7,8,437,168,-1,-1,-1,-1,-1,-1,-1,485,218,187,386,-1,-1,45
883,23,1,16,5,39,448,-1,-1,-1,-1,-1,-1,-1,516,311,-1,-1,-1,-1,55
884,23,2,5,16,559,298,572,-1,-1,-1,-1,-1,-1,75,159,305,264,-1,-1,86
885,24,1,11,3,44,254,253,-1,-1,-1,-1,-1,-1,227,405,451,456,-1,-1,52
886,24,2,3,11,262,300,249,227,-1,-1,-1,-1,-1,155,86,228,253,-1,-1,34
887,23,1,16,7,39,448,360,128,-1,-1,-1,-1,-1,292,555,498,-1,-1,-1,41
888,23,2,7,16,437,168,320,-1,-1,-1,-1,-1,-1,75,159,264,142,-1,-1,30
889,13,1,0,14,154,83,482,137,-1,-1,-1,-1,-1,293,302,562,46,-1,-1,39
890,13,2,14,0,104,377,557,-1,-1,-1,-1,-1,-1,325,394,445,-1,-1,-1,17
891,9,1,3,5,297,262,249,-1,-1,-1,-1,-1,-1,516,87,52,-1,-1,-1,55
892,9,2,5,3,559,298,-1,-1,-1,-1,-1,-1,-1,571,342,212,-1,-1,-1,66
893,24,1,8,11,309,280,-1,-1,-1,-1,-1,-1,-1,66,155,228,253,-1,-1,42
894,24,2,11,8,254,553,501,511,253,-1,-1,-1,-1,218,241,386,244,-1,-1,47
895,23,1,14,16,104,377,557,587,-1,-1,-1,-1,-1,75,159,392,264,-1,-1,25
896,23,2,16,14,448,128,-1,-1,-1,-1,-1,-1,-1,293,302,562,46,-1,-1,51
897,8,1,0,7,154,83,482,-1,-1,-1,-1,-1,-1,520,381,555,498,-1,-1,35
898,8,2,7,0,437,168,-1,-1,-1,-1,-1,-1,-1,93,195,325,394,-1,-1,52
899,22,1,5,8,559,298,479,-1,-1,-1,-1,-1,-1,369,241,218,386,-1,-1,48
900,22,2,8,5,280,309,-1,-1,-1,-1,-1,-1,-1,516,87,52,397,-1,-1,62
901,13,1,0,16,154,164,482,-1,-1,-1,-1,-1,-1,75,159,264,392,-1,-1,60
902,13,2,16,0,128,448,-1,-1,-1,-1,-1,-1,-1,325,394,233,-1,-1,-1,64
903,8,1,7,14,437,168,320,582,-1,-1,-1,-1,-1,302,24,46,293,-1,-1,45
904,8,2,14,7,104,584,557,-1,-1,-1,-1,-1,-1,292,555,498,-1,-1,-1,36
905,34,1,8,3,280,309,-1,-1,-1,-1,-1,-1,-1,571,451,212,456,-1,-1,65
906,34,2,3,8,297,262,249,-1,-1,-1,-1,-1,-1,218,299,386,450,-1,-1,47
907,22,1,5,11,559,298,479,-1,-1,-1,-1,-1,-1,564,501,228,253,-1,-1,53
908,22,2,11,5,44,254,511,-1,-1,-1,-1,-1,-1,272,87,397,52,-1,-1,44
909,15,1,14,0,430,584,561,557,587,-1,-1,-1,-1,10,445,394,325,-1,-1,34
910,15,2,0,14,154,164,482,-1,-1,-1,-1,-1,-1,470,402,302,-1,-1,-1,64
911,8,1,16,7,128,448,360,-1,-1,-1,-1,-1,-1,292,407,498,-1,-1,-1,49
912,8,2,7,16,437,168,320,-1,-1,-1,-1,-1,-1,75,159,225,-1,-1,-1,49
913,34,1,11,8,501,511,254,-1,-1,-1,-1,-1,-1,106,218,386,187,-1,-1,35
914,34,2,8,11,280,309,106,244,416,-1,-1,-1,-1,228,155,501,253,-1,-1,71
915,22,1,3,5,262,300,249,258,-1,-1,-1,-1,-1,365,52,311,-1,-1,-1,44
916,22,2,5,3,559,298,175,127,-1,-1,-1,-1,-1,342,212,214,-1,-1,-1,48
917,8,1,7,5,437,168,320,-1,-1,-1,-1,-1,-1,365,311,52,397,-1,-1,55
918,8,2,5,7,559,298,572,175,-1,-1,-1,-1,-1,292,555,498,520,-1,-1,46
919,2,1,8,0,280,309,-1,-1,-1,-1,-1,-1,-1,10,195,325,-1,-1,-1,53
920,2,2,0,8,154,164,-1,-1,-1,-1,-1,-1,-1,369,106,218,-1,-1,-1,60
921,34,1,5,0,559,298,-1,-1,-1,-1,-1,-1,-1,10,195,325,-1,-1,-1,70
922,34,2,0,5,154,164,482,83,-1,-1,-1,-1,-1,311,516,365,-1,-1,-1,100
923,15,1,5,7,559,298,174,572,-1,-1,-1,-1,-1,292,555,498,-1,-1,-1,32
924,15,2,7,5,437,168,320,-1,-1,-1,-1,-1,-1,311,272,365,-1,-1,-1,59
925,17,1,5,7,297,559,572,175,174,-1,-1,-1,-1,555,292,35,-1,-1,-1,48
926,17,2,7,5,437,168,320,468,-1,-1,-1,-1,-1,516,68,311,-1,-1,-1,53
927,24,1,0,11,154,83,482,164,-1,-1,-1,-1,-1,66,105,390,136,228,-1,39
928,24,2,11,0,44,501,-1,-1,-1,-1,-1,-1,-1,195,10,325,-1,-1,-1,47
929,15,1,8,14,280,377,553,-1,-1,-1,-1,-1,-1,200,562,46,125,-1,-1,48
930,15,2,14,8,104,330,557,-1,-1,-1,-1,-1,-1,317,485,187,218,-1,-1,33
931,9,1,3,7,300,504,227,321,-1,-1,-1,-1,-1,555,292,498,35,-1,-1,34
932,9,2,7,3,437,168,320,468,-1,-1,-1,-1,-1,139,358,33,-1,-1,-1,48
933,24,1,11,5,44,501,-1,-1,-1,-1,-1,-1,-1,516,68,311,-1,-1,-1,43
934,24,2,5,11,297,559,479,-1,-1,-1,-1,-1,-1,105,510,228,390,-1,-1,40
935,24,3,5,11,127,479,175,-1,-1,-1,-1,-1,-1,105,-1,-1,-1,-1,-1,15
936,24,4,11,5,501,228,499,-1,-1,-1,-1,-1,-1,311,-1,-1,-1,-1,-1,6
937,6,1,16,7,448,128,-1,-1,-1,-1,-1,-1,-1,203,292,498,-1,-1,-1,43
938,6,2,7,16,437,168,320,35,-1,-1,-1,-1,-1,159,75,369,264,305,-1,49
939,15,1,0,14,154,83,482,-1,-1,-1,-1,-1,-1,302,583,186,125,-1,-1,45
940,15,2,14,0,330,430,557,249,-1,-1,-1,-1,-1,195,10,325,-1,-1,-1,38
941,9,1,3,8,300,504,227,-1,-1,-1,-1,-1,-1,317,485,218,187,-1,-1,45
942,9,2,8,3,280,377,553,-1,-1,-1,-1,-1,-1,358,139,227,33,-1,-1,48
943,24,1,11,14,44,501,499,254,-1,-1,-1,-1,-1,302,200,186,583,-1,-1,48
944,24,2,14,11,104,557,26,-1,-1,-1,-1,-1,-1,105,155,501,228,-1,-1,49
945,8,1,8,7,416,39,50,59,106,-1,-1,-1,-1,555,292,520,-1,-1,-1,37
946,8,2,7,8,437,168,320,-1,-1,-1,-1,-1,-1,485,407,106,218,-1,-1,38
947,16,1,0,3,154,83,482,164,-1,-1,-1,-1,-1,208,358,139,-1,-1,-1,59
948,16,2,3,0,300,115,208,504,258,-1,-1,-1,-1,10,325,-1,-1,-1,-1,40
949,17,1,11,5,44,511,499,254,-1,-1,-1,-1,-1,516,68,52,-1,-1,-1,35
950,17,2,5,11,559,297,572,175,52,-1,-1,-1,-1,540,105,155,228,-1,-1,51
951,8,1,7,14,437,168,-1,-1,-1,-1,-1,-1,-1,466,186,562,46,-1,-1,53
952,8,2,14,7,104,557,249,-1,-1,-1,-1,-1,-1,292,498,247,-1,-1,-1,41
953,16,1,0,16,154,83,-1,-1,-1,-1,-1,-1,-1,75,538,193,264,-1,-1,49
954,16,2,16,0,128,448,256,-1,-1,-1,-1,-1,-1,10,325,-1,-1,-1,-1,46
955,9,1,3,11,300,504,227,-1,-1,-1,-1,-1,-1,540,105,155,390,136,-1,51
956,9,2,11,3,44,511,499,-1,-1,-1,-1,-1,-1,212,358,33,-1,-1,-1,42
957,34,1,5,8,297,559,-1,-1,-1,-1,-1,-1,-1,407,376,485,-1,-1,-1,57
958,34,2,8,5,416,39,50,59,106,-1,-1,-1,-1,516,68,311,-1,-1,-1,17
959,15,1,14,16,104,557,249,-1,-1,-1,-1,-1,-1,538,75,369,-1,-1,-1,47
960,15,2,16,14,128,448,-1,-1,-1,-1,-1,-1,-1,466,186,562,46,-1,-1,65
961,24,1,8,11,39,377,553,416,-1,-1,-1,-1,-1,540,105,155,510,-1,-1,31
962,24,2,11,8,44,511,499,-1,-1,-1,-1,-1,-1,407,376,485,-1,-1,-1,42
963,17,1,5,3,297,559,572,-1,-1,-1,-1,-1,-1,358,139,33,-1,-1,-1,41
964,17,2,3,5,300,504,227,-1,-1,-1,-1,-1,-1,516,68,311,-1,-1,-1,47
965,6,1,16,11,128,448,256,360,161,-1,-1,-1,-1,540,105,136,155,-1,-1,35
966,6,2,11,16,44,511,-1,-1,-1,-1,-1,-1,-1,75,538,369,-1,-1,-1,36
967,34,1,8,0,280,377,106,416,187,-1,-1,-1,-1,10,195,325,-1,-1,-1,31
968,34,2,0,8,154,83,-1,-1,-1,-1,-1,-1,-1,376,485,204,187,-1,-1,90
969,6,1,3,16,300,504,227,-1,-1,-1,-1,-1,-1,369,159,75,-1,-1,-1,40
970,6,2,16,3,128,448,-1,-1,-1,-1,-1,-1,-1,358,227,139,33,-1,-1,50
971,34,1,8,16,280,377,553,-1,-1,-1,-1,-1,-1,538,75,159,-1,-1,-1,46
972,34,2,16,8,448,128,256,-1,-1,-1,-1,-1,-1,187,317,485,-1,-1,-1,52
973,16,1,0,5,154,83,482,-1,-1,-1,-1,-1,-1,268,516,68,311,-1,-1,54
974,16,2,5,0,297,559,479,174,-1,-1,-1,-1,-1,195,10,325,-1,-1,-1,39
975,9,1,3,14,300,504,227,587,-1,-1,-1,-1,-1,302,562,186,125,-1,-1,38
976,9,2,14,3,104,557,-1,-1,-1,-1,-1,-1,-1,358,139,199,227,-1,-1,50
977,22,1,16,5,128,448,173,-1,-1,-1,-1,-1,-1,516,311,68,-1,-1,-1,56
978,22,2,5,16,297,298,479,174,-1,-1,-1,-1,-1,538,75,369,-1,-1,-1,36
979,16,1,0,7,154,83,482,-1,-1,-1,-1,-1,-1,381,555,385,-1,-1,-1,53
980,16,2,7,0,437,168,320,468,-1,-1,-1,-1,-1,195,10,325,394,-1,-1,54
981,8,1,0,7,154,83,482,164,134,331,-1,-1,-1,381,555,385,169,-1,-1,69
982,8,2,7,0,437,168,320,-1,-1,-1,-1,-1,-1,325,10,-1,-1,-1,-1,38
983,15,1,14,11,104,557,26,335,-1,-1,-1,-1,-1,540,155,228,501,-1,-1,52
984,9,1,5,3,559,298,479,572,127,174,-1,-1,-1,588,227,358,-1,-1,-1,27
985,9,2,3,5,300,504,-1,-1,-1,-1,-1,-1,-1,516,493,68,-1,-1,-1,41
986,34,1,8,11,280,377,553,-1,-1,-1,-1,-1,-1,540,155,206,501,-1,-1,47
987,34,2,11,8,44,501,511,-1,-1,-1,-1,-1,-1,317,485,407,204,-1,-1,55
988,15,1,7,14,437,168,35,-1,-1,-1,-1,-1,-1,302,562,186,125,583,-1,61
989,15,2,14,7,104,557,26,335,-1,-1,-1,-1,-1,381,555,169,385,-1,-1,62
990,23,1,16,0,128,448,-1,-1,-1,-1,-1,-1,-1,325,10,415,-1,-1,-1,76
991,23,2,0,16,154,83,482,164,-1,-1,-1,-1,-1,538,75,369,305,-1,-1,54
992,22,1,8,5,280,377,-1,-1,-1,-1,-1,-1,-1,516,68,311,52,-1,-1,51
993,22,2,5,8,297,559,175,127,-1,-1,-1,-1,-1,317,485,407,204,-1,-1,45
994,2,1,11,3,44,501,-1,-1,-1,-1,-1,-1,-1,588,177,358,-1,-1,-1,43
995,2,2,3,11,300,504,227,587,-1,-1,-1,-1,-1,540,155,510,501,-1,-1,55
996,16,1,0,14,154,83,482,164,-1,-1,-1,-1,-1,302,583,125,186,-1,-1,37
997,16,2,14,0,354,557,26,335,249,-1,-1,-1,-1,195,10,325,-1,-1,-1,42
998,8,1,7,16,437,168,-1,-1,-1,-1,-1,-1,-1,75,159,369,305,-1,-1,55
999,8,2,16,7,128,448,360,305,161,-1,-1,-1,-1,555,35,203,169,-1,-1,33
1000,34,1,3,8,300,504,227,258,-1,-1,-1,-1,-1,485,317,407,187,-1,-1,44
1001,34,2,8,3,280,377,184,416,187,59,-1,-1,-1,588,358,33,-1,-1,-1,41
1002,15,1,14,5,104,557,-1,-1,-1,-1,-1,-1,-1,516,311,68,-1,-1,-1,68
1003,15,2,5,14,297,298,572,175,127,174,-1,-1,-1,302,444,186,-1,-1,-1,34
1004,2,1,16,11,448,128,305,-1,-1,-1,-1,-1,-1,136,105,155,501,228,-1,56
1005,2,2,11,16,44,501,499,254,-1,-1,-1,-1,-1,75,369,193,-1,-1,-1,36
1006,8,1,7,3,437,168,320,-1,-1,-1,-1,-1,-1,588,208,227,-1,-1,-1,50
1007,8,2,3,7,321,504,-1,-1,-1,-1,-1,-1,-1,555,35,498,-1,-1,-1,36
1008,16,1,0,8,154,83,482,-1,-1,-1,-1,-1,-1,317,299,204,407,-1,-1,44
1009,16,2,8,0,280,377,-1,-1,-1,-1,-1,-1,-1,394,325,10,-1,-1,-1,61
1010,8,1,5,7,297,298,572,-1,-1,-1,-1,-1,-1,555,35,498,203,-1,-1,45
1011,8,2,7,5,437,168,320,-1,-1,-1,-1,-1,-1,516,87,68,52,-1,-1,57
1012,27,1,16,3,448,128,305,161,-1,-1,-1,-1,-1,207,588,358,-1,-1,-1,41
1013,27,2,3,16,393,504,227,-1,-1,-1,-1,-1,-1,75,193,392,369,-1,-1,49
1014,34,1,14,8,104,557,26,-1,-1,-1,-1,-1,-1,317,485,218,204,-1,-1,39
1015,34,2,8,14,377,280,416,-1,-1,-1,-1,-1,-1,302,444,125,186,-1,-1,45
1016,16,1,0,11,154,83,482,164,-1,-1,-1,-1,-1,105,501,66,390,-1,-1,36
1017,16,2,11,0,44,501,499,-1,-1,-1,-1,-1,-1,10,325,-1,-1,-1,-1,40
1018,23,1,16,5,128,448,-1,-1,-1,-1,-1,-1,-1,516,68,87,179,-1,-1,56
1019,23,2,5,16,297,298,572,-1,-1,-1,-1,-1,-1,75,538,193,95,-1,-1,47
1020,27,1,0,3,154,83,-1,-1,-1,-1,-1,-1,-1,456,588,-1,-1,-1,-1,16
1021,27,2,3,0,393,504,227,587,-1,-1,-1,-1,-1,195,325,394,-1,-1,-1,28
1022,22,1,5,14,572,298,175,127,174,52,-1,-1,-1,302,444,125,186,583,-1,72
1023,22,2,14,5,104,557,26,335,-1,-1,-1,-1,-1,516,87,68,397,-1,-1,61
1024,34,1,8,7,280,377,416,59,-1,-1,-1,-1,-1,555,292,520,-1,-1,-1,46
1025,34,2,7,8,437,168,320,582,-1,-1,-1,-1,-1,485,317,407,187,-1,-1,50
1026,23,1,16,14,128,448,305,-1,-1,-1,-1,-1,-1,302,186,125,24,583,-1,68
1027,23,2,14,16,104,557,26,335,249,492,-1,-1,-1,159,75,305,264,369,-1,83
1028,22,1,5,0,572,298,174,175,179,-1,-1,-1,-1,370,195,10,-1,-1,-1,41
1029,22,2,0,5,309,83,164,482,-1,-1,-1,-1,-1,516,87,179,397,-1,-1,47
1030,2,1,11,7,44,501,-1,-1,-1,-1,-1,-1,-1,71,292,555,520,-1,-1,66
1031,2,2,7,11,437,168,320,582,-1,-1,-1,-1,-1,105,85,155,-1,-1,-1,53
1032,15,1,3,14,393,504,-1,-1,-1,-1,-1,-1,-1,302,24,186,125,-1,-1,54
1033,15,2,14,3,557,104,-1,-1,-1,-1,-1,-1,-1,207,588,-1,-1,-1,-1,2
1034,23,1,16,8,128,448,305,161,256,-1,-1,-1,-1,485,317,407,-1,-1,-1,29
1035,23,2,8,16,280,377,-1,-1,-1,-1,-1,-1,-1,159,75,369,305,-1,-1,38
1036,34,1,8,0,280,377,-1,-1,-1,-1,-1,-1,-1,394,10,-1,-1,-1,-1,48
1037,34,2,0,8,154,309,164,482,-1,-1,-1,-1,-1,485,317,407,-1,-1,-1,54
1038,17,1,14,11,104,557,-1,-1,-1,-1,-1,-1,-1,105,228,155,501,-1,-1,41
1039,17,2,11,14,44,501,511,499,-1,-1,-1,-1,-1,302,444,186,-1,-1,-1,40
1040,13,1,14,0,104,557,26,335,-1,-1,-1,-1,-1,10,394,-1,-1,-1,-1,29
1041,13,2,0,14,154,309,164,-1,-1,-1,-1,-1,-1,302,444,186,-1,-1,-1,34
1042,8,1,8,0,280,377,416,-1,-1,-1,-1,-1,-1,10,325,394,408,-1,-1,61
1043,8,2,0,8,154,309,482,-1,-1,-1,-1,-1,-1,485,317,407,-1,-1,-1,31
1044,34,1,8,13,280,416,184,210,59,244,-1,-1,-1,424,193,329,-1,-1,-1,37
1045,34,2,13,8,44,164,-1,-1,-1,-1,-1,-1,-1,317,218,-1,-1,-1,-1,57
1046,8,1,3,7,300,393,504,254,511,370,-1,-1,-1,35,555,233,-1,-1,-1,35
1047,8,2,7,3,437,168,-1,-1,-1,-1,-1,-1,-1,358,588,105,-1,-1,-1,47
1048,22,1,5,4,297,298,-1,-1,-1,-1,-1,-1,-1,369,382,228,453,-1,-1,52
1049,22,2,4,5,39,83,482,249,-1,-1,-1,-1,-1,516,311,325,328,-1,-1,57
1050,15,1,14,16,104,557,26,-1,-1,-1,-1,-1,-1,10,75,346,-1,-1,-1,49
1051,15,2,16,14,128,448,305,-1,-1,-1,-1,-1,-1,36,501,392,186,-1,-1,56
1052,8,1,7,8,437,168,320,-1,-1,-1,-1,-1,-1,540,218,317,-1,-1,-1,40
1053,8,2,8,7,416,377,184,-1,-1,-1,-1,-1,-1,35,233,169,-1,-1,-1,53
1054,25,1,13,4,44,164,262,-1,-1,-1,-1,-1,-1,369,470,390,134,-1,-1,57
1055,25,2,4,13,39,83,-1,-1,-1,-1,-1,-1,-1,424,193,394,285,-1,-1,62
1056,9,1,5,3,297,298,479,-1,-1,-1,-1,-1,-1,588,370,105,116,-1,-1,37
1057,9,2,3,5,393,504,511,-1,-1,-1,-1,-1,-1,516,311,325,52,-1,-1,28
1058,23,1,16,7,128,448,305,161,-1,-1,-1,-1,-1,292,555,520,-1,-1,-1,36
1059,23,2,7,16,437,168,-1,-1,-1,-1,-1,-1,-1,75,85,346,-1,-1,-1,36
1060,34,1,8,4,416,377,184,210,-1,-1,-1,-1,-1,369,155,-1,-1,-1,-1,31
1061,34,2,4,8,39,83,482,-1,-1,-1,-1,-1,-1,540,218,317,250,-1,-1,42
1062,22,1,13,5,44,164,262,-1,-1,-1,-1,-1,-1,516,251,52,374,-1,-1,49
1063,22,2,5,13,297,298,-1,-1,-1,-1,-1,-1,-1,193,66,394,-1,-1,-1,50
1064,15,1,14,3,104,557,26,-1,-1,-1,-1,-1,-1,588,105,342,-1,-1,-1,63
1065,15,2,3,14,393,504,511,254,-1,-1,-1,-1,-1,444,392,501,-1,-1,-1,51
1066,23,1,8,16,314,377,59,416,-1,-1,-1,-1,-1,75,85,305,346,-1,-1,40
1067,23,2,16,8,128,448,305,-1,-1,-1,-1,-1,-1,540,317,218,187,-1,-1,33
1068,22,1,5,7,297,298,479,-1,-1,-1,-1,-1,-1,292,555,520,-1,-1,-1,41
1069,22,2,7,5,437,168,-1,-1,-1,-1,-1,-1,-1,516,251,325,52,-1,-1,65
1070,34,1,14,8,557,256,26,-1,-1,-1,-1,-1,-1,540,317,218,-1,-1,-1,49
1071,34,2,8,14,416,377,59,-1,-1,-1,-1,-1,-1,562,265,501,-1,-1,-1,51
1072,25,1,4,16,39,83,482,-1,-1,-1,-1,-1,-1,75,85,346,136,-1,-1,50
1073,25,2,16,4,128,448,-1,-1,-1,-1,-1,-1,-1,159,369,134,482,-1,-1,63
1074,17,1,14,13,557,256,26,-1,-1,-1,-1,-1,-1,193,357,66,-1,-1,-1,48
1075,17,2,13,14,44,164,262,499,331,-1,-1,-1,-1,510,265,186,501,-1,-1,36
1076,9,1,3,8,393,504,511,-1,-1,-1,-1,-1,-1,540,317,218,250,-1,-1,41
1077,9,2,8,3,416,377,59,-1,-1,-1,-1,-1,-1,588,342,370,105,-1,-1,52
1078,23,1,5,16,297,298,479,127,-1,-1,-1,-1,-1,75,85,136,346,-1,-1,35
1079,23,2,16,5,128,448,-1,-1,-1,-1,-1,-1,-1,516,251,175,325,-1,-1,65
1080,25,1,14,4,557,501,26,-1,-1,-1,-1,-1,-1,369,155,390,470,-1,-1,50
1081,25,2,4,14,154,83,482,-1,-1,-1,-1,-1,-1,583,265,200,501,-1,-1,72
1082,17,1,13,7,44,164,499,-1,-1,-1,-1,-1,-1,292,35,520,498,-1,-1,31
1083,17,2,7,13,437,168,468,520,-1,-1,-1,-1,-1,208,357,394,-1,-1,-1,59
1084,22,1,8,5,416,377,59,-1,-1,-1,-1,-1,-1,516,311,52,-1,-1,-1,39
1085,22,2,5,8,297,298,479,175,-1,-1,-1,-1,-1,540,317,218,-1,-1,-1,40
1086,23,1,16,13,128,448,50,161,136,-1,-1,-1,-1,24,329,357,-1,-1,-1,27
1087,23,2,13,16,44,164,499,-1,-1,-1,-1,-1,-1,75,10,346,-1,-1,-1,46
1088,9,1,4,3,154,83,-1,-1,-1,-1,-1,-1,-1,588,456,105,-1,-1,-1,71
1089,9,2,3,4,393,511,254,227,427,-1,-1,-1,-1,369,155,-1,-1,-1,-1,22
1090,34,1,7,8,437,168,-1,-1,-1,-1,-1,-1,-1,540,317,218,187,-1,-1,59
1091,34,2,8,7,416,377,59,-1,-1,-1,-1,-1,-1,212,555,520,498,-1,-1,64
1092,17,1,13,4,44,508,499,-1,-1,-1,-1,-1,-1,369,155,-1,-1,-1,-1,48
1093,17,2,4,13,154,83,-1,-1,-1,-1,-1,-1,-1,208,24,357,394,-1,-1,72
1094,9,1,3,7,393,504,511,254,512,-1,-1,-1,-1,35,225,498,-1,-1,-1,37
1095,9,2,7,3,437,168,385,582,-1,-1,-1,-1,-1,588,342,-1,-1,-1,-1,43
1096,23,1,16,14,128,448,263,-1,-1,-1,-1,-1,-1,265,501,392,562,186,-1,49
1097,23,2,14,16,557,256,26,-1,-1,-1,-1,-1,-1,10,75,346,-1,-1,-1,45
1098,25,1,5,4,297,328,-1,-1,-1,-1,-1,-1,-1,369,155,408,-1,-1,-1,59
1099,25,2,4,5,154,83,482,249,-1,-1,-1,-1,-1,516,325,328,52,247,-1,36
1100,17,1,13,8,44,508,499,-1,-1,-1,-1,-1,-1,540,317,250,218,-1,-1,54
1101,17,2,8,13,416,377,59,-1,-1,-1,-1,-1,-1,357,24,486,-1,-1,-1,47
1102,15,1,14,7,256,104,557,-1,-1,-1,-1,-1,-1,35,292,498,-1,-1,-1,40
1103,15,2,7,14,437,168,102,320,-1,-1,-1,-1,-1,510,444,501,583,562,-1,37
1104,25,1,4,3,154,83,39,482,249,-1,-1,-1,-1,456,105,588,342,-1,-1,35
1105,25,2,3,4,393,427,-1,-1,-1,-1,-1,-1,-1,369,155,482,-1,-1,-1,61
1106,8,1,7,5,437,168,-1,-1,-1,-1,-1,-1,-1,516,325,328,52,-1,-1,40
1107,8,2,5,7,297,328,298,572,175,-1,-1,-1,-1,35,292,555,-1,-1,-1,37
1108,9,1,3,13,427,511,254,-1,-1,-1,-1,-1,-1,24,357,486,-1,-1,-1,48
